data-cut-off-date,web-posting-date,age-group,male,female,other,unknown,total,doses-admin-age-group,doses-admin-male,doses-admin-female,doses-admin-male-female,rate-age-group,rate-male,rate-female,rate-male-female
2021-07-23,2021-07-30,0 to 11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-07-23,2021-07-30,12 to 17,60,79,0,3,142,2339448,1169664,1166979,2336643,6.07,5.13,6.77,5.95
2021-07-23,2021-07-30,18 to 29 ,247,744,3,11,1005,6379526,3057997,3307941,6365938,15.75,8.08,22.49,15.57
2021-07-23,2021-07-30,30 to 39 ,253,1278,4,14,1549,6255442,2996440,3250249,6246689,24.76,8.44,39.32,24.51
2021-07-23,2021-07-30,40 to 49 ,304,1582,1,17,1904,6483099,3076964,3399905,6476869,29.37,9.88,46.53,29.12
2021-07-23,2021-07-30,50 to 59 ,390,1482,1,27,1900,7567675,3637241,3924517,7561758,25.11,10.72,37.76,24.76
2021-07-23,2021-07-30,60 to 69 ,471,1160,3,26,1660,7871896,3786391,4081001,7867392,21.09,12.44,28.42,20.73
2021-07-23,2021-07-30,70 to 79 ,353,797,0,13,1163,5396141,2551069,2842090,5393159,21.55,13.84,28.04,21.32
2021-07-23,2021-07-30,80+,220,681,1,11,913,3003457,1219852,1778068,2997920,30.40,18.03,38.30,30.05
2021-07-23,2021-07-30,Unknown ,107,273,0,181,561,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-07-23,2021-07-30,Total,2405,8076,13,303,10797,45296684,21495618,23750750,45246368,23.84,11.19,34.00,23.16
2021-07-30,2021-08-06,0 to 11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021-07-30,2021-08-06,12 to 17,74,89,0,3,166,2111534,1057864,1050770,2108634,7.86,7.00,8.47,7.73
